record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
30529,3,5,2000,11,DM,M,37.0,50.0
32633,9,22,2001,18,PB,M,26.0,32.0
33302,12,15,2001,24,PE,M,20.0,24.0
8821,2,4,1984,19,RM,F,17.0,7.0
13772,11,22,1987,9,DM,M,36.0,44.0
32459,8,25,2001,20,PB,F,26.0,29.0
24303,8,14,1996,1,PB,F,26.0,32.0
6399,8,15,1982,21,PF,M,15.0,7.0
33348,1,12,2002,19,PB,M,29.0,51.0
1444,11,5,1978,18,DM,F,34.0,37.0
29551,4,18,1999,13,DM,M,38.0,49.0
26435,7,9,1997,1,DO,M,36.0,53.0
16952,1,7,1990,4,DM,M,37.0,50.0
33562,2,10,2002,10,DO,F,35.0,50.0
33564,2,10,2002,10,DO,M,38.0,51.0
3070,6,22,1980,9,DS,M,50.0,118.0
16706,11,5,1989,3,RM,M,17.0,9.0
21802,9,7,1994,14,DM,M,39.0,49.0
27507,2,1,1998,5,PM,M,20.0,25.0
25416,4,12,1997,19,PP,F,22.0,20.0
10500,6,16,1985,2,DM,F,36.0,42.0
7003,11,21,1982,21,PF,F,16.0,6.0
16518,10,7,1989,11,DM,F,37.0,47.0
3814,1,31,1981,12,NL,F,32.0,195.0
11402,4,13,1986,11,DM,M,35.0,46.0
5135,12,31,1981,24,DM,M,37.0,45.0
32585,8,26,2001,15,PB,M,26.0,32.0
26674,7,30,1997,3,PP,M,21.0,15.0
29347,3,14,1999,20,RM,F,17.0,10.0
25992,6,9,1997,19,PB,M,26.0,33.0
26567,7,29,1997,2,DM,M,37.0,47.0
26068,6,10,1997,8,OT,M,21.0,28.0
23128,12,21,1995,17,DM,F,38.0,57.0
20002,5,3,1992,8,DM,F,37.0,43.0
23431,2,25,1996,6,OL,M,21.0,28.0
25006,2,8,1997,1,DM,F,36.0,37.0
34957,10,6,2002,13,PB,M,26.0,34.0
17449,4,26,1990,4,DM,M,37.0,41.0
20177,7,30,1992,17,DM,M,36.0,47.0
30818,6,4,2000,4,PP,M,22.0,21.0
7635,4,16,1983,14,PE,M,20.0,26.0
35176,11,10,2002,15,PB,F,26.0,36.0
29261,2,21,1999,11,DO,F,35.0,49.0
14987,10,9,1988,13,PE,M,21.0,22.0
26272,7,9,1997,14,DM,M,32.0,39.0
27000,10,25,1997,12,DM,M,35.0,40.0
1836,5,30,1979,1,DS,M,51.0,140.0
15868,4,1,1989,3,PP,M,25.0,24.0
29105,1,17,1999,4,DM,F,35.0,41.0
6605,9,19,1982,17,OT,F,19.0,25.0
5466,2,24,1982,1,RM,M,16.0,8.0
2362,1,16,1980,17,NL,M,32.0,168.0
34071,5,16,2002,4,PF,M,15.0,7.0
23352,2,24,1996,18,PF,M,16.0,9.0
11677,7,3,1986,21,PM,F,19.0,26.0
20009,5,30,1992,17,DM,M,35.0,37.0
30387,2,6,2000,9,DM,M,34.0,45.0
6448,8,16,1982,14,DM,M,36.0,55.0
1776,4,29,1979,4,NL,M,32.0,101.0
30842,6,4,2000,11,PP,M,22.0,14.0
31057,7,2,2000,13,PB,F,25.0,29.0
25373,3,16,1997,9,OT,M,20.0,28.0
9054,4,10,1984,9,OL,F,21.0,36.0
8920,3,12,1984,14,DO,M,36.0,54.0
25437,4,12,1997,2,PM,F,21.0,28.0
1200,9,3,1978,11,DS,M,51.0,126.0
14866,9,11,1988,6,PP,F,22.0,17.0
17582,6,21,1990,1,OT,F,20.0,25.0
19919,4,5,1992,4,DM,F,34.0,44.0
17514,5,24,1990,21,SF,F,26.0,51.0
30868,6,4,2000,8,PP,F,21.0,8.0
19622,1,9,1992,13,DM,M,38.0,46.0
11739,8,9,1986,12,DM,F,34.0,47.0
1251,9,4,1978,6,DM,F,38.0,46.0
980,6,8,1978,20,DS,M,51.0,124.0
2400,1,16,1980,2,DM,F,36.0,42.0
14593,6,12,1988,11,PE,F,20.0,26.0
30686,5,1,2000,11,PP,F,22.0,17.0
17931,10,16,1990,4,DM,F,37.0,42.0
16801,12,4,1989,17,PE,M,22.0,21.0
2180,11,17,1979,24,DM,M,38.0,52.0
9202,5,27,1984,22,OT,F,21.0,29.0
954,6,8,1978,22,DM,M,36.0,45.0
24780,11,17,1996,4,PF,F,16.0,8.0
30436,3,4,2000,2,PB,M,26.0,30.0
24250,7,21,1996,9,DM,M,37.0,48.0
20314,8,30,1992,14,DM,M,35.0,40.0
3707,1,11,1981,11,PP,F,20.0,14.0
9788,12,31,1984,11,DM,M,36.0,35.0
29344,3,14,1999,17,DM,M,36.0,43.0
10437,5,24,1985,3,DM,F,36.0,42.0
33410,2,9,2002,2,DM,F,35.0,46.0
22322,6,8,1995,14,DM,M,35.0,23.0
6919,10,24,1982,14,DM,F,37.0,40.0
11752,8,9,1986,20,DM,M,36.0,46.0
14337,3,21,1988,4,DM,M,36.0,45.0
13402,9,26,1987,12,DM,M,38.0,49.0
17284,3,29,1990,17,DO,M,37.0,56.0
1770,4,29,1979,18,DS,M,50.0,99.0
10505,6,16,1985,10,RM,F,16.0,12.0
29920,10,10,1999,8,DO,M,35.0,35.0
26908,9,28,1997,5,RM,M,17.0,10.0
31568,11,26,2000,4,DM,M,36.0,43.0
20334,9,26,1992,2,DO,F,35.0,52.0
23966,5,24,1996,5,PF,M,15.0,9.0
13347,9,26,1987,24,DO,M,37.0,63.0
6351,8,15,1982,11,DS,M,51.0,98.0
6633,9,19,1982,17,NL,F,32.0,150.0
26147,6,11,1997,23,PP,M,23.0,20.0
6965,11,21,1982,17,OL,M,21.0,39.0
29391,3,15,1999,11,DM,M,37.0,46.0
16329,7,29,1989,12,PE,M,20.0,22.0
19872,4,4,1992,19,PF,F,15.0,9.0
26309,7,9,1997,1,DM,F,35.0,28.0
12740,5,28,1987,14,DM,F,36.0,46.0
16422,9,3,1989,6,PF,M,16.0,7.0
7301,1,13,1983,1,PF,F,16.0,5.0
26532,7,9,1997,6,RM,M,17.0,9.0
18915,8,7,1991,18,OT,M,22.0,28.0
8462,10,15,1983,21,PF,F,16.0,7.0
635,2,20,1978,15,DM,M,38.0,49.0
17933,10,16,1990,2,DO,F,37.0,44.0
2309,1,15,1980,10,OL,F,21.0,30.0
24083,6,14,1996,13,PP,M,24.0,19.0
4862,10,1,1981,1,DO,F,37.0,62.0
27268,11,22,1997,8,DO,F,35.0,42.0
21061,8,20,1993,9,DM,F,37.0,41.0
23928,5,23,1996,17,DM,M,38.0,45.0
29022,12,23,1998,10,PM,M,22.0,24.0
26996,10,25,1997,17,DM,F,35.0,45.0
27364,12,29,1997,8,DO,F,38.0,49.0
28645,9,21,1998,17,DO,M,36.0,51.0
28830,11,21,1998,18,PB,M,24.0,21.0
25118,2,9,1997,9,DM,M,36.0,47.0
31320,8,26,2000,9,DM,F,36.0,39.0
21350,2,2,1994,8,DO,M,38.0,49.0
32747,9,23,2001,9,PP,M,23.0,19.0
19396,12,7,1991,21,RM,F,16.0,10.0
21646,6,15,1994,14,DM,M,37.0,45.0
8951,3,13,1984,3,OL,F,21.0,34.0
19250,11,13,1991,7,PE,M,20.0,23.0
31140,7,22,2000,17,PP,F,21.0,15.0
20658,2,19,1993,17,DM,M,34.0,51.0
7458,2,27,1983,22,DM,M,34.0,47.0
20585,1,24,1993,24,RM,M,16.0,12.0
21032,8,19,1993,19,OT,M,20.0,14.0
28689,10,24,1998,18,OT,F,20.0,24.0
30582,4,30,2000,1,DO,M,34.0,53.0
27309,12,28,1997,12,NL,F,32.0,169.0
3939,3,8,1981,8,DS,M,53.0,136.0
32101,5,27,2001,6,SH,F,29.0,123.0
7733,4,17,1983,8,DS,F,48.0,76.0
1170,8,5,1978,6,DM,M,37.0,40.0
10871,10,12,1985,14,OL,M,22.0,37.0
3470,11,9,1980,6,DM,F,36.0,46.0
34159,5,16,2002,14,DM,M,34.0,47.0
35213,12,7,2002,17,OT,M,21.0,25.0
7139,1,12,1983,18,DM,M,35.0,39.0
25436,4,12,1997,21,PP,F,22.0,20.0
6942,10,24,1982,9,DM,M,38.0,43.0
22906,10,28,1995,21,PP,F,22.0,14.0
23384,2,24,1996,22,DM,F,35.0,34.0
20720,3,17,1993,18,PF,F,14.0,9.0
18426,2,17,1991,15,RM,F,16.0,13.0
34219,6,15,2002,19,PB,F,26.0,23.0
9307,7,3,1984,16,RM,M,18.0,9.0
18810,6,14,1991,8,DM,F,32.0,51.0
21347,2,2,1994,16,RM,F,16.0,10.0
19679,2,7,1992,3,PE,F,18.0,20.0
34448,7,13,2002,12,PB,M,29.0,34.0
32079,5,26,2001,20,PB,F,27.0,32.0
17036,1,29,1990,1,OL,F,22.0,24.0
10347,4,21,1985,13,DM,F,37.0,53.0
19067,9,10,1991,9,DM,M,37.0,42.0
16561,10,8,1989,24,PE,M,22.0,23.0
7409,2,27,1983,5,DM,M,35.0,42.0
490,12,11,1977,14,DM,M,37.0,44.0
16326,7,29,1989,24,OT,F,21.0,19.0
13027,7,1,1987,4,RM,F,15.0,11.0
10313,4,21,1985,13,DM,F,36.0,37.0
9590,9,30,1984,2,DO,M,33.0,49.0
25632,4,13,1997,3,PF,M,15.0,9.0
35110,11,10,2002,3,PB,M,28.0,45.0
19809,3,7,1992,4,DM,F,36.0,33.0
28654,10,24,1998,2,PM,F,21.0,21.0
28513,9,19,1998,20,PB,M,27.0,35.0
21925,11,2,1994,6,PP,M,22.0,14.0
10550,7,23,1985,17,DM,F,34.0,31.0
229,9,13,1977,13,DM,M,35.0,44.0
11374,4,12,1986,22,DS,M,49.0,125.0
24366,8,15,1996,9,DM,M,36.0,47.0
23645,4,14,1996,2,DM,F,37.0,47.0
29417,3,15,1999,5,DM,M,34.0,47.0
29468,4,17,1999,17,DM,M,36.0,42.0
1802,5,29,1979,22,DS,F,47.0,60.0
6672,10,23,1982,13,DM,F,36.0,45.0
10361,4,21,1985,9,DM,F,35.0,40.0
19153,10,11,1991,14,DM,F,36.0,43.0
32625,9,22,2001,19,PB,M,27.0,41.0
31394,9,30,2000,12,OT,F,20.0,29.0
16781,12,4,1989,22,DM,M,36.0,52.0
7990,6,17,1983,17,NL,M,32.0,180.0
15647,2,5,1989,9,DM,M,37.0,49.0
24241,7,21,1996,9,DM,F,37.0,41.0
5725,4,28,1982,22,DS,M,51.0,87.0
21088,8,20,1993,8,DM,M,38.0,44.0
29192,2,20,1999,19,PB,F,25.0,31.0
12535,4,6,1987,2,DM,F,36.0,42.0
32106,5,27,2001,6,OT,F,20.0,14.0
28357,8,22,1998,17,PF,M,16.0,7.0
12029,11,16,1986,1,DM,M,34.0,33.0
18407,2,17,1991,4,DM,M,38.0,45.0
28304,7,19,1998,16,PM,F,21.0,25.0
10055,3,16,1985,20,DO,M,34.0,43.0
10946,10,13,1985,2,OT,M,21.0,28.0
3049,6,22,1980,24,PE,M,20.0,22.0
26841,9,27,1997,17,DM,M,35.0,47.0
14364,4,17,1988,22,DM,M,37.0,39.0
9598,9,30,1984,4,OL,F,20.0,38.0
17534,5,24,1990,8,DM,F,36.0,45.0
14795,8,10,1988,15,NL,F,33.0,150.0
19301,11,14,1991,20,SO,F,29.0,82.0
12335,3,1,1987,14,DM,F,36.0,46.0
15949,4,2,1989,22,DM,M,38.0,51.0
30013,11,7,1999,11,DM,M,36.0,62.0
28020,6,27,1998,18,PP,F,21.0,11.0
21179,10,16,1993,14,DM,M,35.0,42.0
5330,2,22,1982,19,PM,M,21.0,23.0
10225,4,20,1985,17,DO,F,35.0,38.0
20698,3,17,1993,7,RM,M,16.0,9.0
1895,7,4,1979,15,PP,F,20.0,16.0
4534,6,4,1981,4,DS,F,48.0,97.0
17236,2,25,1990,9,DM,F,37.0,38.0
14198,3,20,1988,12,RM,M,19.0,10.0
11988,11,15,1986,20,DM,M,35.0,49.0
12968,7,1,1987,5,NL,F,32.0,171.0
5671,3,30,1982,9,DS,M,45.0,76.0
18809,6,14,1991,9,DM,F,35.0,45.0
28052,6,27,1998,17,PP,M,21.0,18.0
14057,2,21,1988,12,DM,M,36.0,44.0
9733,12,30,1984,24,DM,M,35.0,40.0
8722,12,8,1983,22,DS,F,47.0,108.0
33892,4,17,2002,14,OT,F,20.0,27.0
17302,3,30,1990,3,RM,F,17.0,10.0
6421,8,15,1982,12,DM,M,36.0,37.0
9153,5,13,1984,11,PP,M,22.0,16.0
21243,11,14,1993,11,DM,F,37.0,44.0
8168,8,15,1983,14,DS,M,47.0,123.0
21820,10,12,1994,17,PF,F,16.0,7.0
28816,11,21,1998,12,DM,M,35.0,40.0
26078,6,10,1997,8,PF,F,15.0,7.0
30280,1,10,2000,16,PM,F,20.0,30.0
23803,4,15,1996,5,PF,M,16.0,7.0
5269,1,25,1982,3,PE,F,19.0,30.0
24273,7,21,1996,8,DO,M,36.0,51.0
20339,9,26,1992,12,NL,M,31.0,173.0
30585,4,30,2000,1,PP,F,22.0,29.0
31601,11,26,2000,14,DM,M,36.0,40.0
18893,7,13,1991,8,DM,F,36.0,48.0
29281,2,21,1999,13,DM,F,37.0,42.0
13606,10,25,1987,13,NL,M,33.0,136.0
13543,10,24,1987,22,OL,M,22.0,29.0
30394,2,6,2000,8,PP,M,22.0,16.0
24965,2,8,1997,17,DM,M,38.0,43.0
30618,4,30,2000,12,PP,F,21.0,20.0
16752,12,4,1989,7,RM,F,17.0,10.0
4422,5,4,1981,13,DM,F,35.0,41.0
26971,10,25,1997,24,NL,F,32.0,140.0
10279,4,21,1985,8,DO,F,36.0,53.0
35509,12,31,2002,6,PB,M,26.0,47.0
19414,12,7,1991,19,OT,M,21.0,25.0
22404,6,28,1995,9,DM,F,36.0,21.0
21866,10,13,1994,4,DM,M,36.0,39.0
3444,11,8,1980,13,OL,F,19.0,37.0
30254,1,10,2000,9,DM,M,36.0,43.0
32918,10,14,2001,4,DM,F,36.0,48.0
1535,12,3,1978,2,DM,F,38.0,43.0
8368,9,11,1983,7,RM,F,17.0,13.0
6697,10,23,1982,5,DM,M,34.0,40.0
6756,10,23,1982,15,NL,M,34.0,185.0
33801,4,16,2002,8,DO,F,37.0,51.0
24085,6,14,1996,16,RM,M,18.0,12.0
18670,5,13,1991,7,RM,F,16.0,15.0
21771,9,6,1994,21,PF,F,15.0,8.0
29433,4,17,1999,2,DS,M,48.0,87.0
4008,3,9,1981,5,DM,M,37.0,44.0
16328,7,29,1989,6,PP,F,22.0,19.0
21192,10,16,1993,9,DM,M,36.0,38.0
12040,11,16,1986,2,PM,F,19.0,18.0
19485,12,8,1991,9,DM,F,35.0,36.0
13308,8,26,1987,13,DM,M,36.0,46.0
31790,3,3,2001,1,PB,M,27.0,36.0
22898,10,28,1995,17,DM,F,37.0,62.0
4505,6,4,1981,4,DS,F,47.0,62.0
23020,12,2,1995,24,RM,M,17.0,10.0
23797,4,15,1996,4,PP,F,21.0,11.0
14465,5,14,1988,1,DS,F,50.0,116.0
2385,1,16,1980,14,DM,F,36.0,49.0
25299,3,16,1997,8,DO,F,36.0,44.0
21079,8,20,1993,9,DM,M,37.0,40.0
33045,11,17,2001,12,DO,M,35.0,55.0
31683,12,23,2000,6,PB,M,27.0,33.0
13885,1,23,1988,22,DS,F,51.0,144.0
7802,5,14,1983,14,RM,M,18.0,11.0
25009,2,8,1997,20,PF,F,15.0,7.0
35211,12,7,2002,2,PB,M,26.0,41.0
23983,5,24,1996,4,DM,M,37.0,47.0
28981,12,23,1998,4,DM,M,37.0,51.0
26143,6,11,1997,13,PP,F,23.0,17.0
3268,9,7,1980,8,OL,F,20.0,35.0
11020,11,17,1985,11,PE,M,19.0,19.0
15539,2,4,1989,21,OT,F,20.0,25.0
25003,2,8,1997,17,DM,M,34.0,41.0
15782,3,13,1989,17,RM,F,17.0,12.0
21172,10,15,1993,13,OL,M,32.0,34.0
27969,5,29,1998,5,PF,M,22.0,23.0
5908,5,21,1982,23,RM,M,15.0,9.0
18345,2,16,1991,22,DS,F,47.0,112.0
8933,3,12,1984,17,DS,M,49.0,126.0
5433,2,23,1982,3,RM,M,18.0,10.0
28561,9,20,1998,2,DM,M,35.0,28.0
10668,8,19,1985,22,NL,M,31.0,113.0
10471,6,15,1985,12,DM,F,34.0,32.0
31765,1,22,2001,6,PB,F,25.0,30.0
4970,11,22,1981,20,DM,M,38.0,45.0
20650,2,19,1993,17,OL,F,20.0,26.0
28465,8,23,1998,13,PB,F,26.0,31.0
16711,11,5,1989,14,RM,F,15.0,11.0
7201,1,12,1983,11,PF,F,15.0,6.0
19540,1,8,1992,7,PE,M,19.0,20.0
23618,3,24,1996,13,PM,F,22.0,20.0
25616,4,13,1997,8,OT,M,21.0,32.0
10378,5,23,1985,19,PE,M,19.0,12.0
20491,10,19,1992,9,DM,M,36.0,41.0
14563,6,11,1988,12,DM,M,37.0,45.0
29800,6,13,1999,8,DO,M,37.0,53.0
32029,4,22,2001,15,PF,F,16.0,9.0
34085,5,16,2002,6,PB,M,26.0,32.0
13030,7,1,1987,13,RM,F,17.0,10.0
1910,7,24,1979,20,PF,M,17.0,10.0
22923,10,29,1995,4,PF,F,16.0,9.0
786,4,9,1978,11,DS,M,52.0,131.0
31678,12,23,2000,6,OT,M,21.0,22.0
30108,12,5,1999,22,PB,M,26.0,36.0
11297,3,9,1986,13,DM,M,38.0,47.0
31646,12,22,2000,17,DM,F,36.0,42.0
33819,4,16,2002,19,PP,M,22.0,15.0
11716,7,4,1986,4,DS,F,47.0,129.0
34407,6,16,2002,16,PB,F,26.0,27.0
25139,2,9,1997,15,PF,F,16.0,7.0
5638,3,30,1982,3,OL,F,21.0,32.0
1845,5,30,1979,2,DM,F,36.0,53.0
25390,3,16,1997,14,DM,F,36.0,48.0
34413,7,13,2002,1,PP,F,21.0,17.0
34078,5,16,2002,4,PB,M,26.0,22.0
10230,4,20,1985,24,DM,M,35.0,43.0
3123,7,21,1980,24,NL,F,29.0,75.0
27453,1,31,1998,1,DO,M,37.0,57.0
18279,1,12,1991,8,DM,M,36.0,37.0
12146,12,15,1986,2,DO,M,34.0,48.0
7453,2,27,1983,1,DM,F,35.0,37.0
34557,7,14,2002,4,PP,F,22.0,17.0
25771,5,10,1997,18,PM,F,20.0,28.0
34141,5,16,2002,8,PP,M,23.0,12.0
8342,9,11,1983,3,OL,M,20.0,32.0
11076,11,17,1985,1,DM,M,37.0,47.0
30073,12,5,1999,12,PP,M,22.0,19.0
23535,3,23,1996,1,PB,M,30.0,49.0
12176,1,31,1987,24,RM,M,16.0,11.0
14468,5,14,1988,17,DO,M,36.0,52.0
34791,10,5,2002,17,DM,M,34.0,20.0
13208,8,25,1987,24,OT,M,20.0,23.0
31490,10,1,2000,14,OT,F,22.0,35.0
1089,7,8,1978,16,DM,M,38.0,48.0
19045,9,10,1991,20,RM,M,17.0,12.0
26704,7,30,1997,8,PP,M,20.0,14.0
11018,11,17,1985,5,DM,F,37.0,43.0
27950,5,29,1998,8,DM,M,35.0,47.0
28067,6,27,1998,2,DM,M,35.0,44.0
20737,3,18,1993,11,DM,M,36.0,50.0
10918,10,13,1985,8,OT,F,21.0,26.0
20316,8,30,1992,6,PP,M,20.0,13.0
19558,1,8,1992,17,DM,F,36.0,36.0
14221,3,20,1988,22,DM,F,36.0,48.0
5070,11,23,1981,14,DM,M,37.0,44.0
32191,6,25,2001,17,DM,F,36.0,51.0
11174,12,8,1985,3,NL,M,33.0,225.0
3209,8,13,1980,22,DS,F,49.0,113.0
17767,8,16,1990,1,DM,M,37.0,41.0
23639,3,24,1996,10,RM,M,16.0,10.0
29037,1,16,1999,2,DM,M,37.0,47.0
12321,3,1,1987,12,OL,M,22.0,29.0
2065,9,23,1979,24,DM,F,36.0,43.0
3430,11,8,1980,17,OL,M,21.0,34.0
16479,9,4,1989,14,DO,M,37.0,45.0
33695,3,14,2002,9,DM,F,35.0,46.0
17674,7,21,1990,1,DO,M,36.0,53.0
15264,12,14,1988,5,OT,M,20.0,24.0
13013,7,1,1987,11,DM,M,36.0,47.0
7660,4,16,1983,19,PF,M,17.0,6.0
16955,1,7,1990,2,PE,F,21.0,22.0
27147,11,22,1997,5,OT,M,20.0,21.0
13942,1,24,1988,7,RM,M,17.0,10.0
28476,8,23,1998,16,PB,M,27.0,23.0
17899,10,15,1990,12,DM,M,35.0,41.0
17321,3,30,1990,8,RM,F,17.0,11.0
14868,9,11,1988,22,DS,F,50.0,103.0
19930,4,5,1992,3,PP,F,22.0,20.0
23918,5,23,1996,1,DO,M,36.0,46.0
12796,5,28,1987,4,DM,M,37.0,51.0
10000,2,17,1985,3,RM,M,15.0,5.0
9911,1,20,1985,13,DM,M,35.0,30.0
12619,4,25,1987,18,PE,F,21.0,22.0
11734,7,4,1986,1,DS,M,53.0,156.0
33777,4,16,2002,11,DO,M,35.0,61.0
1624,2,24,1979,11,DM,M,37.0,48.0
18923,8,7,1991,22,DS,F,46.0,110.0
33413,2,9,2002,2,SH,F,30.0,57.0
24969,2,8,1997,12,RM,F,17.0,9.0
31512,11,25,2000,1,DM,M,36.0,41.0
9703,10,21,1984,2,NL,M,30.0,126.0
10835,9,22,1985,7,PE,M,20.0,20.0
8025,6,18,1983,3,PF,F,16.0,7.0
10517,6,16,1985,2,DM,F,32.0,15.0
30633,4,30,2000,21,PB,F,25.0,19.0
22702,9,23,1995,1,DO,M,33.0,47.0
338,10,18,1977,12,DM,M,37.0,41.0
1372,10,8,1978,13,PF,F,15.0,7.0
15139,11,6,1988,3,RM,M,16.0,9.0
8479,10,16,1983,2,DS,F,53.0,144.0
22219,4,2,1995,11,DM,M,34.0,33.0
14386,4,18,1988,14,DM,M,37.0,44.0
12135,12,15,1986,4,DM,M,37.0,51.0
33583,3,13,2002,2,NL,M,32.0,136.0
14620,6,12,1988,9,DM,M,37.0,51.0
4679,7,8,1981,5,DM,F,36.0,28.0
5132,12,31,1981,13,PF,F,15.0,7.0
20161,7,4,1992,8,DM,F,38.0,47.0
35149,11,10,2002,8,DO,M,36.0,43.0
9867,1,20,1985,4,DM,M,36.0,36.0
18526,3,14,1991,9,DM,F,37.0,46.0
32755,9,23,2001,8,PP,F,22.0,15.0
30902,7,1,2000,1,PP,M,20.0,8.0
25569,4,13,1997,8,PF,M,14.0,7.0
4458,5,4,1981,4,DS,F,54.0,133.0
20476,10,19,1992,11,RM,M,17.0,10.0
23094,12,3,1995,5,OT,F,19.0,25.0
28457,8,23,1998,13,PB,F,26.0,29.0
14286,3,21,1988,3,OT,M,21.0,29.0
31574,11,26,2000,6,PB,F,24.0,25.0
32784,9,23,2001,14,DM,F,36.0,30.0
15512,2,4,1989,20,PE,F,21.0,20.0
5592,3,29,1982,12,DM,F,33.0,38.0
22516,7,21,1995,11,DM,M,37.0,56.0
29082,1,16,1999,21,PB,F,25.0,33.0
19909,4,5,1992,4,DM,M,38.0,49.0
29641,5,16,1999,4,PM,M,21.0,23.0
13259,8,26,1987,8,NL,F,32.0,120.0
26282,7,9,1997,18,PP,F,22.0,16.0
9511,8,26,1984,4,OL,F,20.0,35.0
30538,3,5,2000,9,DM,M,35.0,30.0
17629,6,22,1990,4,DM,F,36.0,40.0
10098,3,17,1985,5,OL,F,20.0,15.0
31158,7,22,2000,24,PB,M,25.0,25.0
30017,11,7,1999,11,DM,M,36.0,51.0
31485,10,1,2000,13,PB,F,25.0,33.0
11418,4,13,1986,5,DO,M,34.0,24.0
31584,11,26,2000,9,DM,F,36.0,43.0
24587,10,12,1996,21,PF,M,16.0,8.0
29117,1,17,1999,11,DM,M,36.0,42.0
33543,2,10,2002,14,DM,M,36.0,48.0
2178,11,17,1979,2,OL,F,19.0,35.0
23353,2,24,1996,2,PP,F,22.0,17.0
18226,1,11,1991,19,RM,M,16.0,10.0
12554,4,6,1987,4,OL,M,20.0,38.0
13329,8,26,1987,9,DM,M,35.0,44.0
7615,3,15,1983,5,DM,M,36.0,43.0
345,11,12,1977,22,DM,F,34.0,45.0
34509,7,13,2002,21,PB,F,25.0,30.0
5820,4,29,1982,4,DS,F,51.0,98.0
26246,7,9,1997,17,DM,M,38.0,48.0
32288,7,22,2001,6,PP,F,21.0,17.0
11807,9,6,1986,14,OL,M,22.0,27.0
23082,12,3,1995,14,DM,M,37.0,53.0
18600,4,21,1991,1,DM,M,36.0,41.0
3009,5,24,1980,2,DS,F,52.0,105.0
32359,7,22,2001,16,PP,M,23.0,18.0
21256,11,14,1993,14,DM,M,37.0,40.0
15612,2,5,1989,5,RF,M,17.0,12.0
8800,12,9,1983,2,DM,F,36.0,37.0
6856,10,24,1982,24,DM,M,36.0,41.0
32571,8,26,2001,14,DM,M,36.0,31.0
16703,11,5,1989,4,DS,M,51.0,115.0
16918,1,6,1990,18,RM,M,17.0,10.0
22841,10,28,1995,24,PE,M,19.0,17.0
6988,11,21,1982,14,OT,M,21.0,31.0
4681,7,8,1981,14,DM,F,36.0,48.0
29196,2,20,1999,18,RM,M,18.0,10.0
30730,6,3,2000,1,PP,F,21.0,14.0
25367,3,16,1997,9,PF,M,15.0,7.0
15343,1,10,1989,19,RM,F,17.0,11.0
30232,1,10,2000,4,PB,M,24.0,24.0
31830,3,4,2001,11,PP,M,22.0,14.0
33752,4,16,2002,6,PP,F,23.0,16.0
14147,2,22,1988,11,DM,F,36.0,35.0
15689,3,12,1989,12,RM,M,17.0,11.0
2523,2,25,1980,15,RM,F,16.0,9.0
27397,12,29,1997,14,DM,F,35.0,43.0
20883,5,23,1993,6,RM,M,16.0,12.0
31835,3,4,2001,9,PP,M,23.0,14.0
3197,8,13,1980,20,DS,M,49.0,134.0
12236,2,1,1987,5,OL,M,19.0,39.0
9880,1,20,1985,2,DM,M,37.0,44.0
25660,4,13,1997,8,OT,F,20.0,38.0
7571,3,15,1983,1,OL,M,19.0,27.0
9894,1,20,1985,2,DM,F,35.0,33.0
7292,1,13,1983,6,DM,F,36.0,39.0
5579,3,29,1982,18,PM,M,19.0,17.0
20018,5,30,1992,7,RM,F,17.0,16.0
3520,11,9,1980,9,DS,F,49.0,122.0
20763,3,18,1993,11,DM,M,36.0,56.0
22388,6,27,1995,20,PP,F,23.0,17.0
97,8,20,1977,18,DM,M,36.0,41.0
11431,4,13,1986,11,DM,F,34.0,40.0
31621,12,22,2000,1,DM,M,37.0,41.0
28832,11,21,1998,18,PB,F,25.0,34.0
1839,5,30,1979,2,DM,M,37.0,50.0
22806,9,24,1995,8,PP,M,23.0,20.0
16219,7,3,1989,12,RF,M,19.0,15.0
26719,7,30,1997,8,DO,M,38.0,51.0
21586,5,19,1994,4,DM,M,36.0,26.0
11463,5,10,1986,22,PP,F,20.0,16.0
6566,9,18,1982,1,DM,F,35.0,34.0
30994,7,2,2000,3,PB,F,25.0,33.0
29119,1,17,1999,11,OT,F,20.0,23.0
20064,5,31,1992,9,DM,F,37.0,44.0
11746,8,9,1986,6,DO,F,35.0,44.0
16375,7,30,1989,9,OL,F,21.0,31.0
10990,11,16,1985,23,OT,F,20.0,21.0
30019,11,7,1999,11,DM,M,34.0,27.0
32540,8,26,2001,8,PP,M,21.0,13.0
16448,9,3,1989,12,DO,F,35.0,54.0
33502,2,10,2002,6,PB,F,26.0,26.0
16195,6,4,1989,9,OL,F,19.0,19.0
6986,11,21,1982,14,DS,M,48.0,109.0
30811,6,4,2000,3,PB,M,26.0,21.0
1331,10,7,1978,9,DS,M,50.0,132.0
16208,6,4,1989,9,DM,M,37.0,52.0
6639,9,19,1982,19,PF,M,16.0,7.0
5526,3,29,1982,20,RM,F,17.0,10.0
31206,8,25,2000,2,PB,M,27.0,34.0
4818,9,29,1981,12,DM,M,37.0,45.0
1622,2,24,1979,8,OL,F,21.0,32.0
25712,5,10,1997,21,PP,M,22.0,22.0
7873,5,14,1983,20,DS,M,51.0,133.0
213,9,12,1977,14,DM,F,35.0,49.0
30302,2,5,2000,2,PP,F,22.0,17.0
12603,4,6,1987,5,DO,M,38.0,59.0
24848,12,18,1996,19,PB,F,26.0,28.0
